,material_id,cif,energy_per_atom
5618,C-13691-2934-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.52723000
_cell_length_b   4.29869000
_cell_length_c   5.39860000
_cell_angle_alpha   121.08768000
_cell_angle_beta   110.98258000
_cell_angle_gamma   84.94964000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.54999207
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.06629176  0.37610945  0.67589523  1
  C  C1  1  -0.09513825  -0.02693810  0.54591501  1
  C  C2  1  0.30347112  1.17034497  0.19773779  1
  C  C3  1  0.44515049  0.50539277  -0.00239739  1
  C  C4  1  0.52603544  0.84394527  0.22411438  1
  C  C5  1  0.48064794  0.47236745  0.55637675  1
  C  C6  1  0.66737194  0.17894904  0.02424067  1
  C  C7  1  0.49046627  0.87695155  0.66551246  1
",-154.06815875
7885,C-136247-3248-43,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47711000
_cell_length_b   2.47756000
_cell_length_c   6.77864000
_cell_angle_alpha   89.98554000
_cell_angle_beta   111.41276000
_cell_angle_gamma   120.04054000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.65655271
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.10503111  0.64708921  0.65096997  1
  C  C1  1  0.66318179  -0.07151263  0.06928712  1
  C  C2  1  0.55039874  0.36998515  0.73504999  1
  C  C3  1  -0.00850320  0.09225826  0.31661827  1
  C  C4  1  0.88504080  0.53883155  0.98579457  1
  C  C5  1  0.76988977  0.48076146  0.40016058  1
",-154.5331235
4859,C-176685-9184-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.70520000
_cell_length_b   4.31972000
_cell_length_c   4.81317000
_cell_angle_alpha   109.30314000
_cell_angle_beta   88.80719000
_cell_angle_gamma   122.94162000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.64270082
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.64423080  0.63511942  0.10946404  1
  C  C1  1  1.04986016  1.03985626  0.30183485  1
  C  C2  1  0.20476469  0.19464326  0.61078497  1
  C  C3  1  0.61024177  0.59928907  0.80314449  1
  C  C4  1  -0.00708094  -0.01811506  0.80300513  1
  C  C5  1  0.26173642  0.25257335  0.10969472  1
",-154.1097175
681,C-28264-8801-10,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.39822000
_cell_length_b   4.26598000
_cell_length_c   5.94355000
_cell_angle_alpha   108.59142000
_cell_angle_beta   112.23788000
_cell_angle_gamma   120.87945000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   67.63766818
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.21817318  0.71954400  0.29982383  1
  C  C1  1  0.56576114  0.40701066  0.30579610  1
  C  C2  1  0.38584812  0.15382039  0.80692607  1
  C  C3  1  0.52600509  0.01461425  0.25314848  1
  C  C4  1  -0.21457767  -0.03263750  0.20570673  1
  C  C5  1  0.50376820  0.99197477  0.64827995  1
  C  C6  1  -0.07464038  0.82813609  0.65188919  1
  C  C7  1  0.80739498  -0.01009930  0.81051749  1
  C  C8  1  0.74574187  0.57508347  0.15307158  1
  C  C9  1  1.09312817  0.26240456  0.15899388  1
",-154.140354
9792,C-189748-4840-35,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.82869000
_cell_length_b   3.62617000
_cell_length_c   4.81526000
_cell_angle_alpha   67.88668000
_cell_angle_beta   87.91960000
_cell_angle_gamma   95.63861000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   45.39291949
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.20007791  -0.13296083  0.83803007  1
  C  C1  1  0.20254894  0.52222581  0.52906017  1
  C  C2  1  0.20039561  0.08141095  1.02883391  1
  C  C3  1  0.19930463  0.48582862  0.83797882  1
  C  C4  1  1.20158492  0.14084123  0.52921891  1
  C  C5  1  0.20120509  0.92660732  0.33833642  1
",-154.1441335
7983,C-172971-7940-1,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.99226000
_cell_length_b   4.21033000
_cell_length_c   4.20638000
_cell_angle_alpha   119.96836000
_cell_angle_beta   80.80990000
_cell_angle_gamma   113.55317000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.03068651
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.26663791  0.75244640  0.34580672  1
  C  C1  1  0.26663012  0.41917093  0.67912143  1
  C  C2  1  1.25854148  0.08306489  0.34577138  1
  C  C3  1  0.26663037  0.08582813  0.01247528  1
  C  C4  1  0.25853998  0.74974011  0.67912355  1
  C  C5  1  0.25852893  0.41639984  0.01241454  1
",-154.425517166667
3008,C-157715-9420-2,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45251000
_cell_length_b   5.76904000
_cell_length_c   4.11436000
_cell_angle_alpha   51.52309000
_cell_angle_beta   90.05447000
_cell_angle_gamma   101.93249000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.96348702
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.10437904  0.80048696  0.14159136  1
  C  C1  1  0.63357542  0.86110119  0.27262086  1
  C  C2  1  0.37141162  0.34109523  -0.03267893  1
  C  C3  1  1.06871934  0.73727057  0.88525132  1
  C  C4  1  0.53859320  0.67540187  0.75570632  1
  C  C5  1  0.79987538  0.19518127  0.06237377  1
",-154.180409
8988,C-40100-7984-28,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47770000
_cell_length_b   2.47796000
_cell_length_c   6.31085000
_cell_angle_alpha   89.99148000
_cell_angle_beta   101.32183000
_cell_angle_gamma   120.02739000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.67293577
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.29927032  0.65274960  0.35760167  1
  C  C1  1  0.40751549  0.20600213  0.02216114  1
  C  C2  1  0.24377296  0.12450564  0.77119713  1
  C  C3  1  0.85581860  0.43082761  0.68817847  1
  C  C4  1  0.68966254  0.34809034  0.44111009  1
  C  C5  1  1.12987568  0.56725329  0.10646121  1
",-154.526988666667
3208,C-126136-4977-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48272000
_cell_length_b   3.78278000
_cell_length_c   7.99338000
_cell_angle_alpha   109.52079000
_cell_angle_beta   108.07398000
_cell_angle_gamma   89.93674000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   66.82203752
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.80580691  0.71576187  0.33224417  1
  C  C1  1  0.28503654  0.41403257  0.80974066  1
  C  C2  1  0.04313071  0.82415974  0.06770411  1
  C  C3  1  1.13526574  0.53325967  0.66225122  1
  C  C4  1  0.55711782  0.60463562  0.58436699  1
  C  C5  1  0.66698317  -0.08400300  0.19165988  1
  C  C6  1  -0.34456006  0.32003046  0.18056946  1
  C  C7  1  0.41185169  0.72855992  0.43843217  1
  C  C8  1  0.89089834  0.42814989  0.91598457  1
  C  C9  1  0.03286444  0.22828634  0.05676158  1
",-154.095733
6656,C-40134-7379-39,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48175000
_cell_length_b   4.84618000
_cell_length_c   3.69051000
_cell_angle_alpha   57.31910000
_cell_angle_beta   70.34600000
_cell_angle_gamma   75.21913000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.03096907
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.16884963  0.94778897  0.43678598  1
  C  C1  1  0.42882842  0.37629995  0.49187041  1
  C  C2  1  0.38973136  0.74146723  0.19819101  1
  C  C3  1  0.96819620  0.87267148  0.91022826  1
  C  C4  1  0.64971016  0.16997820  0.25327544  1
  C  C5  1  0.85036359  0.24509570  0.77983316  1
",-154.312366666667
8914,C-56495-4082-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50862000
_cell_length_b   4.28939000
_cell_length_c   5.06301000
_cell_angle_alpha   79.65819000
_cell_angle_beta   111.01867000
_cell_angle_gamma   115.18573000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.99736584
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.20091308  0.75407751  0.90264845  1
  C  C1  1  -0.19407277  0.79755964  0.39969864  1
  C  C2  1  0.65353404  0.42808758  0.42797647  1
  C  C3  1  1.21269743  0.32736421  0.61444731  1
  C  C4  1  0.06035331  0.95814200  0.64355369  1
  C  C5  1  0.66534848  0.00115473  0.14009741  1
  C  C6  1  0.36604071  0.24198895  0.14445951  1
  C  C7  1  0.50006662  0.51323708  -0.10208768  1
",-154.13006125
257,C-145340-6787-32,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47451000
_cell_length_b   4.28168000
_cell_length_c   4.80552000
_cell_angle_alpha   116.48150000
_cell_angle_beta   104.91835000
_cell_angle_gamma   90.01009000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.64582062
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.12516896  -0.01476460  0.93545824  1
  C  C1  1  0.68857219  0.88171938  0.06158202  1
  C  C2  1  0.43867611  0.29833955  0.56159414  1
  C  C3  1  0.62518393  0.48524787  0.93546826  1
  C  C4  1  0.37506504  0.56861524  0.43544613  1
  C  C5  1  0.93862594  0.79832006  0.56157236  1
  C  C6  1  0.18855722  0.38170692  0.06157200  1
  C  C7  1  0.87511521  0.06863473  0.43546790  1
",-154.52737125
5778,C-107717-3127-38,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42760000
_cell_length_b   4.79968000
_cell_length_c   6.38069000
_cell_angle_alpha   77.77364000
_cell_angle_beta   92.87337000
_cell_angle_gamma   55.08525000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.20358092
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.87277107  0.33861537  0.61777021  1
  C  C1  1  0.45796956  0.25355819  0.53548947  1
  C  C2  1  0.95696844  0.75438553  0.03507524  1
  C  C3  1  0.20774796  1.00376559  0.28537919  1
  C  C4  1  -0.29269388  0.50410677  0.78522255  1
  C  C5  1  0.12197634  0.58927068  0.86744761  1
  C  C6  1  0.37216986  0.83911163  0.11751669  1
  C  C7  1  0.62287365  0.08854923  0.36779415  1
",-154.46678625
9514,C-107717-3127-49,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.83862000
_cell_length_b   4.75310000
_cell_length_c   4.91688000
_cell_angle_alpha   117.87696000
_cell_angle_beta   85.09085000
_cell_angle_gamma   118.38205000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   86.57388720
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.79518695  0.59028919  0.26512074  1
  C  C1  1  0.63703651  0.09120148  0.42534969  1
  C  C2  1  1.12426614  0.43570198  0.93393951  1
  C  C3  1  0.30656425  0.93735272  0.75515315  1
  C  C4  1  0.43091491  0.17550067  0.63116693  1
  C  C5  1  0.00046724  0.67401796  0.05834012  1
  C  C6  1  0.43080767  0.69948552  0.63171822  1
  C  C7  1  0.33825576  0.43678684  0.72244249  1
  C  C8  1  0.63686469  0.78321272  0.42555945  1
  C  C9  1  0.09359614  0.93705305  0.96754915  1
  C  C10  1  0.79532757  0.28213413  1.26479968  1
  C  C11  1  0.00080466  0.19788295  1.05826058  1
",-154.2734825
5486,C-157691-3994-11,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46671000
_cell_length_b   3.38116000
_cell_length_c   5.24880000
_cell_angle_alpha   89.19435000
_cell_angle_beta   89.90303000
_cell_angle_gamma   111.23058000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   40.80056668
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.49887559  0.79113473  0.21055761  1
  C  C1  1  0.53580427  0.86499548  0.93560864  1
  C  C2  1  0.90839836  0.60963423  0.33530561  1
  C  C3  1  0.05691397  -0.09219542  0.81047555  1
  C  C4  1  1.09729575  0.98092686  0.53534444  1
  C  C5  1  0.68778346  0.16181752  0.41033866  1
",-154.160770833333
8409,C-189700-5976-30,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48107000
_cell_length_b   3.68928000
_cell_length_c   4.21691000
_cell_angle_alpha   104.81997000
_cell_angle_beta   89.94189000
_cell_angle_gamma   109.64361000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.98984362
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.03318396  0.72471444  0.90292571  1
  C  C1  1  0.99572381  0.65337784  0.53767386  1
  C  C2  1  0.45473136  0.56818665  0.03393371  1
  C  C3  1  0.57419040  0.81046866  0.40682881  1
  C  C4  1  0.77491443  0.20846785  0.33155997  1
  C  C5  1  0.25581874  0.17018835  0.10935534  1
",-154.308633
8571,C-96684-2672-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43223000
_cell_length_b   3.00807000
_cell_length_c   6.40374000
_cell_angle_alpha   86.18147000
_cell_angle_beta   79.30034000
_cell_angle_gamma   108.91548000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.14413288
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.59753748  0.05578816  0.54124830  1
  C  C1  1  0.04283175  0.06155263  0.65187081  1
  C  C2  1  0.70741253  0.05729346  0.31924582  1
  C  C3  1  0.37818611  1.06687436  -0.01506977  1
  C  C4  1  0.93501102  0.06542315  0.87356232  1
  C  C5  1  0.26576571  1.05905453  0.20733403  1
",-154.434992666667
7124,C-141043-2496-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.79959000
_cell_length_b   2.46392000
_cell_length_c   8.64186000
_cell_angle_alpha   73.50988000
_cell_angle_beta   57.98700000
_cell_angle_gamma   71.09409000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   64.26330727
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.46151563  0.70267383  0.20246938  1
  C  C1  1  0.27446128  0.18017440  0.31953190  1
  C  C2  1  0.24826868  -0.12645884  0.63726789  1
  C  C3  1  0.89720441  0.52329002  0.16255962  1
  C  C4  1  0.53210330  0.93345036  0.43704724  1
  C  C5  1  0.54490378  0.85874430  0.00303351  1
  C  C6  1  0.82700549  0.29277106  0.92756049  1
  C  C7  1  0.11024429  0.35316686  0.72704978  1
  C  C8  1  0.08414944  0.04550661  1.04542789  1
  C  C9  1  0.81387529  0.36756099  0.36192439  1
",-154.217487
7637,C-80155-5756-52,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45636000
_cell_length_b   3.66418000
_cell_length_c   6.97166000
_cell_angle_alpha   113.56481000
_cell_angle_beta   110.60801000
_cell_angle_gamma   70.43198000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   52.43814540
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.80091092  0.09121879  0.84666876  1
  C  C1  1  0.40398980  0.53379137  0.17099535  1
  C  C2  1  -0.03334386  0.62232973  0.27786626  1
  C  C3  1  0.97624387  0.63974547  0.79701734  1
  C  C4  1  0.26309340  0.34291400  0.93400889  1
  C  C5  1  0.39229861  0.51697028  0.65151233  1
  C  C6  1  0.57003039  1.06520943  0.60172932  1
  C  C7  1  1.10967938  0.81306264  0.51469244  1
",-154.2842425
664,C-53818-5632-35,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42250000
_cell_length_b   4.17024000
_cell_length_c   4.82289000
_cell_angle_alpha   94.34985000
_cell_angle_beta   119.94846000
_cell_angle_gamma   89.67668000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.06618570
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.07628640  0.35327300  0.77150010  1
  C  C1  1  0.57652839  0.31667797  0.92406321  1
  C  C2  1  0.57877468  0.41236118  0.42640717  1
  C  C3  1  -0.07703427  0.25529506  0.26875319  1
  C  C4  1  0.52056915  0.75756747  0.36526585  1
  C  C5  1  0.98142815  0.90965140  0.32725618  1
",-154.236033833333
4623,C-40091-1213-7,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48021000
_cell_length_b   3.68863000
_cell_length_c   4.21763000
_cell_angle_alpha   75.21604000
_cell_angle_beta   89.99223000
_cell_angle_gamma   70.33647000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.97624932
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.45768367  0.67357099  0.61936211  1
  C  C1  1  0.23352046  0.11920344  0.41296313  1
  C  C2  1  0.91392356  0.75920035  1.11561766  1
  C  C3  1  0.71464729  0.15711109  0.19107894  1
  C  C4  1  0.49211597  0.60242899  0.98455358  1
  C  C5  1  0.03607056  0.51697874  0.48820587  1
",-154.307399
9524,C-172941-6659-36,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42550000
_cell_length_b   4.85187000
_cell_length_c   6.35485000
_cell_angle_alpha   41.41342000
_cell_angle_beta   67.69740000
_cell_angle_gamma   60.08476000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.87641728
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.31260979  0.04904004  0.44537559  1
  C  C1  1  0.03539814  0.64195243  0.50536773  1
  C  C2  1  0.62746802  0.45628674  0.09822804  1
  C  C3  1  0.69051385  0.45617504  0.53639882  1
  C  C4  1  1.09688429  0.64171160  -0.05674543  1
  C  C5  1  1.03733079  0.04912226  0.59619916  1
",-154.296563166667
8337,C-152591-5216-36,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45594000
_cell_length_b   4.49886000
_cell_length_c   7.10749000
_cell_angle_alpha   93.62258000
_cell_angle_beta   79.96008000
_cell_angle_gamma   105.97858000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   74.33043955
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.68472898  0.77587985  0.01162723  1
  C  C1  1  0.45131682  0.12374234  0.82283874  1
  C  C2  1  0.45507980  0.96183892  0.65505146  1
  C  C3  1  0.92905862  0.83915556  0.58403006  1
  C  C4  1  0.32407407  0.45414698  0.40096892  1
  C  C5  1  0.85197795  0.57773725  0.47157774  1
  C  C6  1  -0.11754408  0.10416979  -0.06156796  1
  C  C7  1  0.89219868  0.31027976  0.11812130  1
  C  C8  1  0.32386231  0.29070690  0.23366342  1
  C  C9  1  0.09913765  0.63901295  1.04454259  1
",-154.120229
6414,C-28230-7089-27,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.35885000
_cell_length_b   3.38886000
_cell_length_c   4.83168000
_cell_angle_alpha   84.65687000
_cell_angle_beta   59.62380000
_cell_angle_gamma   65.49027000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.69272689
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.47798957  0.25601900  0.34315796  1
  C  C1  1  1.03933489  0.69939022  0.83976727  1
  C  C2  1  0.63594085  0.10023462  0.02974321  1
  C  C3  1  1.07509890  0.65707631  0.53293996  1
  C  C4  1  0.68937601  0.04201084  0.53313881  1
  C  C5  1  0.42417268  0.31403900  0.83986059  1
",-154.0859575
